Crosslink.Type,Gene1.order,Gene2.order,Final_annot,Final_annot,Complex1,Complex1.1
Inter,EIF3M,SCN8A,Other,Other,"eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7, PCID1)",
Inter,EIF3M,SYBU,Other,Other,"eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7, PCID1)",
Intra,EIF4A1,EIF4A1,Other,Other,,
Intra,EIF4A3,EIF4A3,Other,Other,,
Inter,EIF4A3,FBXL18,Other,Other,,
Inter,EIF4A3,MAGOH,Other,Other,,
Inter,EIF4A3,RBM8A,Other,Other,,
Inter,EIF4A3,THRAP3,Other,Nucleus,,
Inter,EIF4A3,UGT3A1,Other,Other,,
Intra,EIF4B,EIF4B,Other,Other,,
Inter,EIF4B,RPS11,Other,Other,,"Ribosome, cytoplasmic"
Intra,EIF4E,EIF4E,Other,Other,,
Intra,EIF4E2,EIF4E2,Other,Other,,
Inter,EIF4E2,GIGYF2,Other,Other,,
Inter,EIF4E2,INHBA,Other,Other,,
Intra,EIF4G1,EIF4G1,Other,Other,,
Inter,EIF4G1,ITPR2,Other,Other,,
BN,EIF4G1,KCNC1,Other,Other,,
Inter,EIF4G1,MYOF,Other,Other,,
BN,EIF4G1,SGPL1,Other,Other,,
Inter,EIF4G1,TTN,Other,Other,,
Inter,EIF5B,HSP90AA1,Other,Other,,Kinase maturation complex 1
Inter,EIF5B,HSP90AB1,Other,Endosome,,Kinase maturation complex 1
Inter,EIF5B,PIP4P1,Other,Lyso,,
BN,ELAPOR2,ITGA2,Other,Other,,
BN,ELAPOR2,ITGA5,Other,Endosome,,
BN,ELAPOR2,KAZN,Other,Other,,
BN,ELAPOR2,SLC10A3,Other,Other,,
BN,ELAPOR2,TVP23B,Other,Other,,
BN,ELAPOR2,YIPF1,Other,Golgi,,
BN,ELAPOR2,YIPF2,Other,Golgi,,
BN,ELAPOR2,YIPF6,Other,Endosome,,
BN,ELFN1,ETFA,Other,Mito,,
BN,ELFN1,ETFB,Other,Mito,,
BN,ELFN1,OXSM,Other,Mito,,
BN,ELFN1,PGGHG,Other,Other,,
BN,ELFN1,TPM4,Other,Other,,
Intra,ELL2,ELL2,Nucleus,Nucleus,,
Inter,ELL2,RNF13,Nucleus,Lyso,,
Intra,ELMO1,ELMO1,Other,Other,,
Inter,ELMO1,TAOK2,Other,Other,,
Intra,ELMO2,ELMO2,Other,Other,,
BN,ELMO2,PHB1,Other,Other,,"prohibitin 2 complex, mitochondrial"
BN,ELMO2,PHB2,Other,Mito,,"prohibitin 2 complex, mitochondrial"
BN,ELMO2,SNRNP200,Other,Nucleus,,
BN,ELMO2,WASHC2C,Other,Endosome,,"CCC-Wash (WASH1, FAM21C) complex"
BN,ELMO2,WASHC4,Other,Endosome,,"CCC-Wash (WASH1, FAM21C) complex"
Intra,ELMOD2,ELMOD2,Other,Other,,
Inter,ELOVL4,GABRA3,Other,Other,,
Inter,EMB,GBF1,Other,Golgi,,
Intra,EMC1,EMC1,Other,Other,,
Intra,EMC10,EMC10,Other,Other,,
Inter,EMC2,EMC8,Other,Other,,
Intra,EMC7,EMC7,Other,Other,,
Inter,EMP2,PROCR,Other,Other,,
BN,ENAH,SLC38A7,Other,Lyso,,
Inter,ENDOD1,HSP90AB1,Other,Endosome,,Kinase maturation complex 1
Intra,ENO1,ENO1,Other,Other,,
Inter,ENO1,NOC3L,Other,Nucleus,,
Intra,ENPEP,ENPEP,Other,Other,,
BN,ENPEP,ITGA4,Other,Other,,
BN,ENPEP,ITGA6,Other,Other,,
BN,ENPEP,ITGAV,Other,Endosome,,
BN,ENPEP,L1CAM,Other,Other,,
BN,ENPEP,PLXNA2,Other,Endosome,,
BN,ENPEP,PRMT5,Other,Other,,
Intra,ENPP1,ENPP1,Other,Other,,
Intra,ENPP4,ENPP4,Other,Other,,
BN,ENPP4,FZD1,Other,Other,,
BN,ENPP4,IFITM3,Other,Endosome,,
BN,ENPP4,KPNA2,Other,Other,,TNF-alpha/NF-kappa B signaling complex 5
BN,ENPP4,MANBA,Other,Lyso,,
BN,ENPP4,NUCB2,Other,Golgi,,
BN,ENPP4,SLC29A2,Other,Other,,
BN,ENPP4,THOP1,Other,Other,,
Inter,ENPP5,TRAK1,Other,Other,,
Inter,ENTPD6,NEFM,Golgi,Other,,
Inter,ENTPD7,WWC1,Other,Other,,
Inter,ENY2,HSP90AB1,Nucleus,Endosome,,Kinase maturation complex 1
Inter,EP400,STX12,Nucleus,Endosome,,SNARE complex
BN,EPB41,FBLN1,Other,Other,,
BN,EPB41,FKBP10,Other,Mito,,
BN,EPB41,NDST1,Other,Golgi,,
BN,EPB41,SGSH,Other,Lyso,,
BN,EPB41,SLC37A3,Other,Lyso,,
BN,EPB41,SPIN1,Other,Other,,
Intra,EPB41L2,EPB41L2,Other,Other,,
Intra,EPB41L3,EPB41L3,Endosome,Endosome,,
Inter,EPB41L3,TRIM14,Endosome,Endosome,,
BN,EPB41L5,PLEKHM3,Other,Other,,
Inter,EPCAM,FLOT1,Other,Endosome,,
BN,EPHA2,SFPQ,Endosome,Other,,
BN,EPHA2,VLDLR,Endosome,Other,,
Intra,EPHA3,EPHA3,Other,Other,,
BN,EPHA3,EPHB3,Other,Other,,
BN,EPHA3,SLC39A14,Other,Other,,
BN,EPHA3,SNX1,Other,Endosome,,"Retromer complex (SNX1, SNX2, VPS35, VPS29, VPS26A)"
BN,EPHA3,SNX2,Other,Endosome,,"Retromer complex (SNX1, SNX2, VPS35, VPS29, VPS26A)"
BN,EPHA3,SNX30,Other,Endosome,,
BN,EPHA3,SNX6,Other,Endosome,,
Intra,EPHA4,EPHA4,Other,Other,,
Intra,EPHA5,EPHA5,Other,Other,,
Inter,EPHA7,PDS5A,Other,Nucleus,,
BN,EPHB1,FIBP,Other,Other,,
BN,EPHB1,ILDR2,Other,Other,,
BN,EPHB1,MT-CO1,Other,Mito,,"Cytochrome c oxidase, mitochondrial"
BN,EPHB1,MYDGF,Other,Other,,
BN,EPHB1,NIPSNAP3A,Other,Mito,,
BN,EPHB1,PLPP1,Other,Other,,
BN,EPHB1,UGGT1,Other,Other,,
BN,EPHB2,GMPR2,Other,Lyso,,
BN,EPHB2,MYDGF,Other,Other,,
BN,EPHB2,NIPSNAP3A,Other,Mito,,
BN,EPHB2,SLCO5A1,Other,Other,,
BN,EPHB2,TARS1,Other,Other,,
BN,EPHB2,UGGT1,Other,Other,,
BN,EPHB3,LDLR,Other,Endosome,,
BN,EPHB3,SLC39A14,Other,Other,,
BN,EPHB3,SNX1,Other,Endosome,,"Retromer complex (SNX1, SNX2, VPS35, VPS29, VPS26A)"
BN,EPHB3,SNX2,Other,Endosome,,"Retromer complex (SNX1, SNX2, VPS35, VPS29, VPS26A)"
BN,EPHB3,SNX30,Other,Endosome,,
BN,EPHB3,SNX6,Other,Endosome,,
Intra,EPHB4,EPHB4,Other,Other,,
BN,EPHB4,NAGPA,Other,Golgi,,
Intra,EPHX1,EPHX1,Other,Other,,
BN,EPHX1,GNAI1,Other,Other,,GNAI1-GNB2-GNG4 complex
BN,EPHX1,GNAI2,Other,Endosome,,
BN,EPHX1,GNAI3,Other,Endosome,,
BN,EPHX1,LRRC1,Other,Other,,
BN,EPHX1,SLC2A4,Other,Endosome,,
Intra,EPN1,EPN1,Other,Other,,
BN,EPN1,NCKAP5L,Other,Other,,
Inter,EPN1,UBC,Other,Other,,
BN,EPN1,ZDHHC8,Other,Other,,
Intra,EPRS1,EPRS1,Other,Other,,
Inter,EPRS1,IARS1,Other,Other,,
Inter,EPRS1,ST18,Other,Nucleus,,
Intra,EPS15,EPS15,Lyso,Lyso,,
Inter,EPS15,ESF1,Lyso,Nucleus,,
Inter,EPS15L1,HSPA5,Other,Endosome,,
Inter,EPS15L1,ITSN1,Other,Endosome,,
Inter,EPS8,KIN,Other,Other,,
Inter,EPS8L2,KTN1,Other,Other,,
Inter,ERAP2,RPL27,Other,Other,,
Inter,ERC2,GBP4,Other,Other,,
Inter,ERC2,HSP90AB1,Other,Endosome,,Kinase maturation complex 1
Inter,ERCC2,LONRF2,Other,Other,,
Inter,ERCC6,IKBIP,Nucleus,Other,,
Inter,ERCC6L2,RPL8,Other,Other,,"Ribosome, cytoplasmic"
Inter,EREG,GLIPR2,Other,Golgi,,
Inter,ERF,RBBP4,Nucleus,Nucleus,,
Inter,ERG,RBSN,Other,Endosome,,
Intra,ERH,ERH,Nucleus,Nucleus,,
Inter,ERH,FMR1,Nucleus,Other,,
Inter,ERH,FYTTD1,Nucleus,Nucleus,,
Inter,ERH,HIF1A,Nucleus,Other,,
Inter,ERH,HNRNPA2B1,Nucleus,Other,,
Inter,ERH,HNRNPC,Nucleus,Nucleus,,
Inter,ERH,HYDIN,Nucleus,Other,,
Inter,ERH,IFIT2,Nucleus,Other,,
Inter,ERH,IQGAP3,Nucleus,Other,,
Inter,ERH,JARID2,Nucleus,Nucleus,,
Inter,ERH,KIDINS220,Nucleus,Endosome,,
Inter,ERH,LYST,Nucleus,Other,,
Inter,ERH,MAGOH,Nucleus,Other,,
Inter,ERH,MAP1B,Nucleus,Other,,
Inter,ERH,MYOF,Nucleus,Other,,
Inter,ERH,POLR2A,Nucleus,Other,,
Inter,ERH,PRRC2B,Nucleus,Other,,
Inter,ERH,RGS22,Nucleus,Other,,
Inter,ERH,RPS9,Nucleus,Other,,
Inter,ERH,SNW1,Nucleus,Nucleus,,
Inter,ERH,SOGA3,Nucleus,Other,,
Inter,ERH,SVEP1,Nucleus,Other,,
Inter,ERH,SYDE2,Nucleus,Other,,
Inter,ERH,THRAP3,Nucleus,Nucleus,,
Inter,ERH,UGGT2,Nucleus,Other,,
Inter,ERH,XPC,Nucleus,Other,,
Inter,ERH,ZNFX1,Nucleus,Other,,
BN,ERI1,SGPL1,Other,Other,,
Inter,ERI1,SNRPE,Other,Other,,
Intra,ERLEC1,ERLEC1,Other,Other,,
Intra,ERLIN1,ERLIN1,Other,Other,,
Inter,ERLIN1,ERLIN2,Other,Other,,
Intra,ERLIN2,ERLIN2,Other,Other,,
Inter,ERLIN2,TBC1D21,Other,Other,,
Inter,ERLIN2,TTC41P,Other,Other,,
Inter,ERMN,XKR6,Other,Other,,
Inter,ERN1,HSP90AB1,Other,Endosome,,Kinase maturation complex 1
Inter,ERN2,FXR1,Other,Other,,
Intra,ERO1A,ERO1A,Other,Other,,
Inter,ERO1A,TXNDC5,Other,Other,,
Intra,ERP29,ERP29,Other,Other,,
Intra,ERP44,ERP44,Other,Other,,
Inter,ESCO1,IGF2BP2,Nucleus,Other,,
Inter,ESCO1,SRRM4,Nucleus,Nucleus,,
Inter,ESF1,RABEP1,Nucleus,Endosome,,
Inter,ESF1,SNRNP200,Nucleus,Nucleus,,
Inter,ESRP2,HSP90B1,Nucleus,Endosome,,
Inter,ESRRG,NPRL2,Nucleus,Lyso,,
Intra,ESYT1,ESYT1,Other,Other,,
Inter,ESYT1,ESYT2,Other,Other,,
Inter,ESYT1,HNRNPM,Other,Other,,C complex spliceosome
Inter,ESYT1,MAP3K1,Other,Other,,
Inter,ESYT1,MYZAP,Other,Other,,
Inter,ESYT1,RGS4,Other,Other,,
Intra,ESYT2,ESYT2,Other,Other,,
BN,ESYT2,SRPRB,Other,Endosome,,
Inter,ESYT2,TGFBI,Other,Other,,
Intra,ETFA,ETFA,Mito,Mito,,
BN,ETFA,ETFB,Mito,Mito,,
Inter,ETFA,NEK3,Mito,Other,,
BN,ETFA,OXSM,Mito,Mito,,
BN,ETFA,PDIA5,Mito,Other,,
BN,ETFA,PGGHG,Mito,Other,,
BN,ETFA,SLC35G2,Mito,Other,,
BN,ETFA,TPM4,Mito,Other,,
BN,ETFA,TSPAN7,Mito,Other,,
BN,ETFA,ZMPSTE24,Mito,Other,,
Intra,ETFB,ETFB,Mito,Mito,,
Inter,ETFB,KIF23,Mito,Other,,
BN,ETFB,OXSM,Mito,Mito,,
BN,ETFB,PDIA5,Mito,Other,,
BN,ETFB,PGGHG,Mito,Other,,
BN,ETFB,SLC35G2,Mito,Other,,
Inter,ETFB,SYCP1,Mito,Nucleus,,
BN,ETFB,TPM4,Mito,Other,,
BN,ETFB,TSPAN7,Mito,Other,,
Inter,ETFB,UBN1,Mito,Nucleus,,
BN,ETFB,ZMPSTE24,Mito,Other,,
Inter,ETV6,KIF21A,Nucleus,Other,,
BN,EVA1A,KARS1,Other,Mito,,
BN,EVA1A,LAMP2,Other,Endosome,,
Inter,EVI5,RIOK3,Other,Other,,
Inter,EVI5L,ZC3H13,Other,Nucleus,,
Inter,EVPL,GET1,Other,Other,,
Inter,EVPL,HNRNPD,Other,Other,,
Inter,EVPL,SNAPC4,Other,Nucleus,,
Inter,EXOC1,RHOT1,Endosome,Mito,,
Inter,EXOC6,PNPLA7,Other,Other,,
Intra,EXOSC5,EXOSC5,Other,Other,,
Inter,EXTL2,RAB11FIP2,Other,Endosome,,
Intra,EZH2,EZH2,Nucleus,Nucleus,,
Intra,EZR,EZR,Other,Other,,
BN,F2RL1,FYN,Other,Other,,
Inter,F5,PABPC4,Other,Other,,
Inter,F8,MYH9,Other,Endosome,,Emerin complex 1
Inter,FAAH2,HNRNPA2B1,Other,Other,,
Intra,FABP5,FABP5,Other,Other,,
Inter,FABP9,ODF2,Other,Other,,
Inter,FADS1,LSG1,Other,Other,,
Inter,FADS1,PCMT1,Other,Other,,
Inter,FAM118A,P4HB,Other,Endosome,,
Inter,FAM118B,THRAP3,Nucleus,Nucleus,,
Intra,FAM120A,FAM120A,Other,Other,,
Inter,FAM120C,HNRNPC,Other,Nucleus,,
Inter,FAM135B,MRC2,Other,Endosome,,
Inter,FAM13C,LETM1,Other,Mito,,
Inter,FAM161A,NANS,Other,Other,,
Inter,FAM162A,MTA1,Mito,Other,,NRD complex (Nucleosome remodeling and deacetylation complex)
BN,FAM177A1,SNX17,Other,Endosome,,
Inter,FAM177B,HSP90AB1,Other,Endosome,,Kinase maturation complex 1
Inter,FAM181B,RIN3,Other,Other,,
Inter,FAM184A,RAB11FIP1,Other,Endosome,,
Inter,FAM186A,STX7,Other,Endosome,,
Inter,FAM193B,FLII,Other,Other,,
Inter,FAM200A,HSP90AB1,Other,Endosome,,Kinase maturation complex 1
Inter,FAM204A,HSP90AB1,Other,Endosome,,Kinase maturation complex 1
Inter,FAM205C,SORT1,Other,Endosome,,
Inter,FAM217A,TET3,Other,Other,,
Inter,FAM219B,XXYLT1,Other,Lyso,,
Inter,FAM228A,RAB11B,Other,Endosome,,
Inter,FAM228B,HNRNPU,Other,Other,,
Inter,FAM27D1,PLXNC1,Other,Other,,
Intra,FAM3A,FAM3A,Other,Other,,
Inter,FAM47B,MIPEP,Other,Mito,,
Inter,FAM50A,RBL2,Nucleus,Nucleus,,
Inter,FAM76A,GATAD2B,Other,Nucleus,,
Inter,FAM76A,MBD3,Other,Nucleus,,
Inter,FAM76B,MTA2,Nucleus,Nucleus,,
Inter,FAM81B,RPL7A,Other,Other,,"Ribosome, cytoplasmic"
Inter,FAM81B,STX12,Other,Endosome,,SNARE complex
Inter,FAM83F,TEX51,Other,Other,,
Intra,FAM89A,FAM89A,Other,Other,,
Inter,FAM91A1,HSPA8,Golgi,Endosome,,
Intra,FAM98A,FAM98A,Other,Other,,
Inter,FAM98A,RPS3A,Other,Other,,"Ribosome, cytoplasmic"
Inter,FAM98A,RTRAF,Other,Other,,
Inter,FAM98B,RTRAF,Other,Other,,
Inter,FAM9A,HSP90AB1,Nucleus,Endosome,,Kinase maturation complex 1
Inter,FAM9C,RPL13A,Nucleus,Other,,"Ribosome, cytoplasmic"
Inter,FANCC,HSP90B1,Other,Endosome,,
Inter,FANCD2,UGGT1,Other,Other,,
Intra,FANCI,FANCI,Other,Other,,
BN,FANCI,MFSD2A,Other,Other,,
BN,FANCI,QPRT,Other,Other,,
BN,FANCI,UEVLD,Other,Other,,
Intra,FAR1,FAR1,Other,Other,,
Inter,FAR2,ZNF146,Other,Nucleus,,
Inter,FARSB,MTA1,Other,Other,,NRD complex (Nucleosome remodeling and deacetylation complex)
Inter,FARSB,SNRPG,Other,Other,,C complex spliceosome
Intra,FAS,FAS,Other,Other,,
BN,FAS,GDAP2,Other,Lyso,,
BN,FASN,HOOK3,Mito,Other,,
Inter,FASN,HSPA1B,Mito,Other,,
BN,FASN,NDUFAF1,Mito,Mito,,
BN,FASN,NPTXR,Mito,Other,,
Inter,FASN,RSAD2,Mito,Other,,
Inter,FASTKD2,SCFD1,Mito,Endosome,,
Inter,FASTKD3,RANBP2,Mito,Other,,
Intra,FAT1,FAT1,Other,Other,,
Inter,FAT3,REEP5,Other,Endosome,,
Inter,FBF1,TFRC,Other,Endosome,,
BN,FBLN1,FKBP10,Other,Mito,,
BN,FBLN1,HTRA2,Other,Mito,,
BN,FBLN1,PC,Other,Mito,,
BN,FBLN1,SPIN1,Other,Other,,
Inter,FBXL19,RPS20,Other,Other,,"Ribosome, cytoplasmic"
Inter,FBXL21P,LTF,Other,Other,,
Inter,FBXL5,IGF2R,Other,Endosome,,
Inter,FBXO11,SF3B3,Nucleus,Nucleus,,
Intra,FBXO28,FBXO28,Nucleus,Nucleus,,
Inter,FBXO32,PIP4P1,Other,Lyso,,
Inter,FBXO34,NCBP1,Other,Other,,
Inter,FBXO43,MED1,Other,Nucleus,,
Inter,FCHSD2,FLOT1,Other,Endosome,,
Intra,FDFT1,FDFT1,Other,Other,,
Inter,FDFT1,HSD17B12,Other,Other,,
Inter,FDXACB1,PTPRF,Other,Other,,
BN,FDXR,SMIM29,Mito,Other,,
BN,FDXR,TMEM167A,Mito,Golgi,,
Intra,FEN1,FEN1,Other,Other,,
Inter,FER1L6,HDAC2,Other,Other,,NRD complex (Nucleosome remodeling and deacetylation complex)
Inter,FER1L6,PXDNL,Other,Other,,
Inter,FETUB,RAB14,Other,Endosome,,
Inter,FGA,GATAD2B,Other,Nucleus,,
Inter,FGA,HDAC1,Other,Nucleus,,
Inter,FGA,HDAC2,Other,Other,,NRD complex (Nucleosome remodeling and deacetylation complex)
Inter,FGA,MBD3,Other,Nucleus,,
Inter,FGA,RBBP7,Other,Nucleus,,
Intra,FGD4,FGD4,Other,Other,,
Inter,FGF17,MYH11,Other,Other,,
Inter,FGF8,UTP11,Other,Nucleus,,
Inter,FGFBP1,FURIN,Other,Endosome,,
BN,FGFR1,SLC7A11,Other,Other,,
Inter,FGFR1OP2,MTA1,Other,Other,,NRD complex (Nucleosome remodeling and deacetylation complex)
Inter,FGFR1OP2,SLMAP,Other,Other,,
Intra,FGFR2,FGFR2,Other,Other,,
BN,FGFR2,GAPDH,Other,Endosome,,
Inter,FGFR2,UNC79,Other,Other,,
Inter,FGFR3,GATAD2B,Other,Nucleus,,
Inter,FGFR3,HSPA1B,Other,Other,,
Inter,FGFR3,MTA2,Other,Nucleus,,
Inter,FGL2,SPHKAP,Other,Mito,,
Intra,FH,FH,Mito,Mito,,
Inter,FH,TLR7,Mito,Other,,
Inter,FHL1,MTA1,Other,Other,,NRD complex (Nucleosome remodeling and deacetylation complex)
BN,FIBP,ILDR2,Other,Other,,
Inter,FICD,RAB14,Other,Endosome,,
Inter,FIGLA,RIPOR2,Nucleus,Other,,
Inter,FILIP1L,MAP3K5,Other,Other,,
Inter,FILIP1L,PAX7,Other,Nucleus,,
Inter,FILIP1L,SMC1A,Other,Nucleus,,
Intra,FKBP10,FKBP10,Mito,Mito,,
BN,FKBP10,NDST1,Mito,Golgi,,
BN,FKBP10,SGSH,Mito,Lyso,,
BN,FKBP10,SLC37A3,Mito,Lyso,,
BN,FKBP10,SPIN1,Mito,Other,,
Intra,FKBP15,FKBP15,Endosome,Endosome,,
Intra,FKBP2,FKBP2,Other,Other,,
Inter,FKBP2,GOLGA3,Other,Golgi,,
BN,FKBP3,ITIH2,Nucleus,Other,,
Intra,FKBP4,FKBP4,Other,Other,,
Intra,FKBP5,FKBP5,Other,Other,,
Intra,FKBP8,FKBP8,Mito,Mito,,
Inter,FKBP8,TAOK2,Mito,Other,,
BN,FLG,SERPINB12,Other,Other,,
Inter,FLG2,KATNA1,Other,Other,,
Inter,FLG2,TFRC,Other,Endosome,,
Intra,FLII,FLII,Other,Other,,
Inter,FLII,P4HA2,Other,Other,,
Inter,FLII,PIK3R6,Other,Other,,
Inter,FLII,PPL,Other,Other,,
Intra,FLNA,FLNA,Other,Other,,
Intra,FLNB,FLNB,Other,Other,,
Intra,FLOT1,FLOT1,Endosome,Endosome,,
Inter,FLOT1,FLOT2,Endosome,Endosome,,
Inter,FLOT1,GATAD2A,Endosome,Nucleus,,
Inter,FLOT1,GULP1,Endosome,Other,,
BN,FLOT1,MGAT2,Endosome,Golgi,,
Inter,FLOT1,MOB2,Endosome,Other,,
Inter,FLOT1,PAN3,Endosome,Other,,
Inter,FLOT1,STX7,Endosome,Endosome,,
Intra,FLOT2,FLOT2,Endosome,Endosome,,
Inter,FLOT2,NEUROG2,Endosome,Nucleus,,
Inter,FLOT2,NOL7,Endosome,Nucleus,,
Inter,FLOT2,THOC2,Endosome,Nucleus,,
Inter,FLOT2,TSPYL1,Endosome,Nucleus,,
Inter,FLOT2,UBTF,Endosome,Nucleus,,
Intra,FLRT3,FLRT3,Other,Other,,
BN,FLRT3,PAG1,Other,Other,,
BN,FLRT3,SLC6A9,Other,Other,,
Intra,FLT1,FLT1,Other,Other,,
Inter,FLT4,PDIA5,Other,Other,,
BN,FLVCR1,HIBADH,Other,Mito,,
BN,FLVCR1,PICALM,Other,Other,,
BN,FLVCR2,GSS,Other,Other,,
BN,FLVCR2,HINT2,Other,Mito,,
BN,FLVCR2,MRPL48,Other,Mito,,
BN,FLVCR2,NLN,Other,Mito,,
BN,FLVCR2,NXF1,Other,Other,,
BN,FLVCR2,PFAS,Other,Other,,
BN,FLVCR2,PLIN3,Other,Other,,
BN,FLVCR2,RPIA,Other,Mito,,
BN,FLVCR2,SLC19A3,Other,Other,,
BN,FLVCR2,WARS2,Other,Mito,,
Inter,FMC1,NDUFAB1,Mito,Mito,,
Inter,FMN1,LRP8,Other,Other,,
Inter,FMN1,RAB8A,Other,Endosome,,HOOK2-PCM1-RAB8A complex
Inter,FMN2,GNPAT,Other,Other,,
Inter,FMN2,HNRNPA1,Other,Other,,
Inter,FMN2,HSPA4L,Other,Other,,
Intra,FMNL2,FMNL2,Other,Other,,
Intra,FMNL3,FMNL3,Other,Other,,
Inter,FMO1,HSP90AB1,Other,Endosome,,Kinase maturation complex 1
Intra,FMR1,FMR1,Other,Other,,
Inter,FMR1,FXR1,Other,Other,,
Intra,FNBP1L,FNBP1L,Other,Other,,
Inter,FNBP1L,HSP90AB1,Other,Endosome,,Kinase maturation complex 1
Inter,FNBP1L,SCAF11,Other,Nucleus,,
Inter,FNBP1L,SNRNP200,Other,Nucleus,,
Intra,FNDC3A,FNDC3A,Golgi,Golgi,,
Inter,FNDC8,SNRNP200,Other,Nucleus,,
Intra,FOCAD,FOCAD,Other,Other,,
Inter,FOXC2,TADA3,Nucleus,Nucleus,,
Inter,FOXI1,RPS5,Nucleus,Other,,"Ribosome, cytoplasmic"
Inter,FOXK1,TTN,Other,Other,,
Inter,FOXN4,LMBRD1,Nucleus,Lyso,,
Inter,FOXRED1,H3-4,Mito,Nucleus,,
Inter,FREM3,RAB20,Other,Endosome,,
Inter,FRMD4A,RPL6,Other,Other,,
Inter,FRMD4A,SCCPDH,Other,Other,,
Inter,FRMPD1,GNA13,Other,Other,,
Inter,FRMPD4,HSP90AA1,Other,Other,,Kinase maturation complex 1
Inter,FRY,GATAD2B,Other,Nucleus,,
Inter,FRY,MBD3,Other,Nucleus,,
Inter,FRZB,HSP90AB1,Other,Endosome,,Kinase maturation complex 1
Inter,FRZB,MANF,Other,Other,,
Inter,FSD1L,MATCAP2,Other,Other,,
Inter,FSIP1,TMTC3,Other,Other,,
Inter,FSIP2,PCMT1,Other,Other,,
Inter,FSIP2,STX7,Other,Endosome,,
Inter,FSIP2,ZC3H18,Other,Nucleus,,
BN,FTH1,FTL,Mito,Other,,
Inter,FTH1,HSP90AB1,Mito,Endosome,,Kinase maturation complex 1
BN,FTH1,SLC9A8,Mito,Golgi,,
BN,FTL,SLC9A8,Other,Golgi,,
Inter,FUCA1,SOD2,Lyso,Mito,,
BN,FURIN,QSOX2,Endosome,Other,,
Inter,FURIN,ZNF80,Endosome,Nucleus,,
Intra,FUS,FUS,Nucleus,Nucleus,,
Intra,FXR1,FXR1,Other,Other,,
Intra,FXR2,FXR2,Other,Other,,
Inter,FYB2,HSP90AB1,Other,Endosome,,Kinase maturation complex 1
Intra,FYCO1,FYCO1,Lyso,Lyso,,
BN,FYCO1,GAPVD1,Lyso,Other,,
Inter,FYCO1,MTOR,Lyso,Lyso,,mTORC2 complex
BN,FYCO1,NDUFA13,Lyso,Mito,,"Respiratory chain complex I (holoenzyme), mitochondrial"
BN,FYCO1,NDUFA9,Lyso,Mito,,"Respiratory chain complex I (holoenzyme), mitochondrial"
BN,FYCO1,NDUFS1,Lyso,Mito,,"Respiratory chain complex I (holoenzyme), mitochondrial"
BN,FYCO1,NDUFS2,Lyso,Mito,,"Respiratory chain complex I (holoenzyme), mitochondrial"
BN,FYCO1,NDUFS7,Lyso,Mito,,"Respiratory chain complex I (holoenzyme), mitochondrial"
BN,FYCO1,NDUFV1,Lyso,Mito,,"Respiratory chain complex I (holoenzyme), mitochondrial"
Intra,FYN,FYN,Other,Other,,
BN,FYN,LYN,Other,Other,,
Intra,FYTTD1,FYTTD1,Nucleus,Nucleus,,
Inter,FYTTD1,ZDHHC17,Nucleus,Golgi,,
BN,FZD1,IFITM3,Other,Endosome,,
BN,FZD1,KPNA2,Other,Other,,TNF-alpha/NF-kappa B signaling complex 5
BN,FZD1,MANBA,Other,Lyso,,
BN,FZD1,NUCB2,Other,Golgi,,
BN,FZD1,SLC29A2,Other,Other,,
BN,FZD1,THOP1,Other,Other,,
BN,FZD2,GALNS,Other,Lyso,,
BN,FZD2,NIPSNAP2,Other,Mito,,
Inter,FZD2,PTK7,Other,Other,,
BN,FZD2,SCARB2,Other,Endosome,,
BN,FZD2,TMEM181,Other,Other,,
BN,FZD2,WARS1,Other,Other,,
BN,FZD3,NUMB,Other,Other,,
BN,FZD3,NUMBL,Other,Other,,
BN,FZD3,SLC10A4,Other,Other,,
Intra,FZD6,FZD6,Other,Other,,
Intra,G3BP2,G3BP2,Other,Other,,
Inter,G3BP2,PIP4P1,Other,Lyso,,
Intra,GABARAP,GABARAP,Golgi,Golgi,,
Intra,GABARAPL2,GABARAPL2,Other,Other,,
Inter,GABRA3,MAP1A,Other,Other,,
Inter,GABRA3,MBD1,Other,Nucleus,,
Inter,GABRA3,MYO3A,Other,Other,,
Inter,GABRA3,SMC5,Other,Nucleus,,
Inter,GABRA3,USP39,Other,Nucleus,,
Inter,GABRR3,RAB5C,Other,Endosome,,
Inter,GADD45GIP1,MAP9,Mito,Other,,
Inter,GADD45GIP1,RNF169,Mito,Nucleus,,
BN,GALK1,MAT1A,Other,Other,,
BN,GALK1,MAT2A,Other,Other,,
BN,GALK1,NDUFS4,Other,Mito,,
BN,GALK1,NDUFS8,Other,Mito,,
BN,GALK1,NDUFV2,Other,Mito,,
BN,GALK1,OGT,Other,Other,,
BN,GALK1,PYGB,Other,Other,,
BN,GALK1,TUBB1,Other,Other,,
BN,GALNS,NIPSNAP2,Lyso,Mito,,
BN,GALNS,SCARB2,Lyso,Endosome,,
BN,GALNS,TMEM181,Lyso,Other,,
BN,GALNS,WARS1,Lyso,Other,,
